id,id_local_vet,name_pet,breed,price,date,is_online,is_cat,is_dog,service_name,sale_by_publisher,name_client,is_suscribed
52,27,Paula,Tiger,20,2021-06-23,True,1,0,Cortar uñas,0,Richard Allen,1
53,49,Jacob,english_springer,30,2021-05-21,False,0,1,Peluquería,1,Alexis Fowler,1
54,93,Alisha,west_highland_white_terrier,40,2021-05-23,True,0,1,Baño médico,1,Samantha Snyder,1
55,91,Samantha,chihuahua,1000,2021-06-07,0,0,1,Operación de pata,0,Kayla Davis,0
56,60,Brittany,Selkirk Rex,50,2021-05-29,False,1,0,Vacunación,1,Sean Rodgers,1
57,42,Rodney,Ragdoll,1000,2021-05-17,True,1,0,Operación de pata,0,Stephanie Rodriguez,1
58,91,Joshua,chihuahua,30,2021-05-27,0,0,1,Peluquería,0,Carol Hartman,0
59,36,Kristie,malinois,1000,2021-05-22,True,0,1,Operación de pata,1,Cody Gonzales DDS,1
60,59,Nicole,miniature_poodle,1000,2021-05-03,False,0,1,Operación de pata,0,Ronald Todd,1
61,72,Joe,Balinese,40,2021-05-01,True,1,0,Baño médico,1,Janet Peterson,1
62,88,Aaron,toy_terrier,1000,2021-05-27,0,0,1,Operación de pata,1,Alicia Hamilton,0
63,73,Penny,Silver,50,2021-05-11,True,1,0,Vacunación,0,Justin May,1
64,69,Richard,Devon Rex,30,2021-05-18,True,1,0,Peluquería,1,Kathleen Cruz,1
65,77,Eugene,Tiger,30,2021-06-22,False,1,0,Peluquería,1,Carl Tapia,1
66,97,Nicole,Exotic Shorthair,80,2021-05-27,True,1,0,castración,1,Felicia Chavez,1
67,59,Robin,chihuahua,40,2021-05-11,False,0,1,Baño médico,1,Lisa Ramsey,1
68,39,Dana,York Chocolate,30,2021-06-28,0,1,0,Desparasitación,0,Dylan Howard,0
69,97,Tyler,Siamese,20,2021-05-29,True,1,0,Cortar uñas,0,Melvin Padilla,1
70,69,Alexa,British Shorthair,1000,2021-05-26,True,1,0,Operación de pata,1,Elijah Hays,1
71,47,Keith,toy_terrier,1000,2021-06-24,0,0,1,Operación de pata,0,Anthony Watson,0
72,51,Renee,welsh_springer_spaniel,1000,2021-05-29,0,0,1,Operación de pata,0,Rebecca Morales,0
73,46,Hannah,Dilute Tortoiseshell,30,2021-06-13,0,1,0,Desparasitación,1,Katherine Rowe DVM,0
74,8,Eric,Sphynx - Hairless Cat,50,2021-06-02,0,1,0,Vacunación,0,Robert Carson,0
75,59,Zachary,kerry_blue_terrier,20,2021-05-22,False,0,1,servicio general,0,Heather Johnson,1
76,22,Hannah,Domestic Medium Hair,20,2021-05-23,True,1,0,servicio general,1,Christopher King,1
77,99,Thomas,lhasa,40,2021-05-03,True,0,1,Baño médico,0,Michelle Buckley,1
78,93,Robin,Dilute Tortoiseshell,20,2021-05-16,True,1,0,servicio general,0,Dominique Carrillo,1
79,29,Jose,Oriental Long Hair,80,2021-06-04,False,1,0,castración,1,Sean Carter,1
80,37,Alexander,Silver,20,2021-06-11,0,1,0,servicio general,1,David Petty,0
81,5,Michelle,maltese_dog,30,2021-06-20,False,0,1,Desparasitación,0,Heather Wright,1
82,10,Tyler,west_highland_white_terrier,20,2021-06-11,0,0,1,Cortar uñas,0,Brian Tapia,0
83,98,Christopher,Ocicat,20,2021-06-27,0,1,0,servicio general,0,Scott Anderson,0
84,81,April,Munchkin,20,2021-05-28,True,1,0,Cortar uñas,0,Robert Davis,1
85,31,John,British Shorthair,20,2021-05-22,True,1,0,Cortar uñas,1,Judith Reeves,1
86,47,Kathleen,Javanese,50,2021-05-13,0,1,0,Vacunación,1,Alexandra Soto,0
87,79,Veronica,beagle,30,2021-05-06,False,0,1,Desparasitación,0,Danielle Weiss,1
88,85,Olivia,greater_swiss_mountain_dog,40,2021-06-06,0,0,1,Baño médico,1,Peter George,0
89,84,Katie,Javanese,80,2021-06-12,0,1,0,castración,1,Anita Wilcox,0
90,59,Lauren,Scottish Fold,20,2021-05-25,False,1,0,Cortar uñas,1,Steven Johnson,1
91,59,Jason,norwegian_elkhound,50,2021-05-16,False,0,1,Vacunación,1,Cheyenne Martinez,1
92,35,Kevin,Oriental Short Hair,1000,2021-06-28,0,1,0,Operación de pata,1,Joel Jackson,0
93,27,Barbara,lhasa,20,2021-05-04,True,0,1,servicio general,0,Monica Campbell,1
94,29,Lance,Oriental Short Hair,80,2021-05-31,False,1,0,castración,0,Angela Schaefer,1
95,9,Tyler,malinois,30,2021-05-29,True,0,1,Peluquería,1,Jeremy Long,1
96,80,Joe,lhasa,20,2021-05-17,0,0,1,servicio general,0,Perry Porter,0
97,93,Tracey,airedale,20,2021-06-22,True,0,1,Cortar uñas,1,Scott Thomas,1
98,9,Hannah,Snowshoe,80,2021-06-13,True,1,0,castración,1,Bruce Fox,1
99,9,Steven,Exotic Shorthair,50,2021-06-08,True,1,0,Vacunación,1,Elizabeth Turner,1
100,47,Adrienne,LaPerm,30,2021-06-26,0,1,0,Peluquería,0,Perry Martinez,0
101,10,Timothy,Pixiebob,30,2021-05-21,0,1,0,Desparasitación,0,Joshua Andersen,0
102,72,Allison,Somali,50,2021-06-12,True,1,0,Vacunación,1,David Miller,1
103,88,Kim,toy_poodle,20,2021-05-06,0,0,1,Cortar uñas,1,Sarah Sparks,0
104,82,Anthony,Chausie,30,2021-06-25,False,1,0,Peluquería,1,Taylor Williams,1
105,73,Bobby,malamute,50,2021-05-01,False,0,1,Vacunación,0,Angela Barrett,1
106,99,Angela,norwegian_elkhound,50,2021-06-02,True,0,1,Vacunación,1,Hailey Keller,1
107,59,Julie,Burmese,80,2021-05-31,False,1,0,castración,1,Rachel Pope,1
108,97,Michael,toy_terrier,30,2021-05-26,True,0,1,Peluquería,0,Austin Griffin,1
109,10,Marie,Tabby,30,2021-05-07,0,1,0,Desparasitación,0,Amanda Simmons,0
110,42,Michael,boxer,30,2021-06-04,False,0,1,Desparasitación,0,Anthony Flores,1
111,72,Christopher,west_highland_white_terrier,1000,2021-06-25,True,0,1,Operación de pata,1,Christine Harrison,1
112,87,Kathleen,Siamese,40,2021-06-08,True,1,0,Baño médico,0,Patrick Myers,1
113,31,Carla,maltese_dog,50,2021-06-09,True,0,1,Vacunación,1,David Bryant,1
114,44,Paula,Exotic Shorthair,50,2021-06-14,True,1,0,Vacunación,0,Stephanie Vasquez,1
115,56,Barbara,toy_terrier,80,2021-05-18,0,0,1,castración,0,Phillip Baker,0
116,13,Joshua,American Curl,30,2021-05-10,False,1,0,Peluquería,0,Lindsey Glenn,1
117,88,Cynthia,kuvasz,1000,2021-05-07,0,0,1,Operación de pata,0,Nicholas Kaiser,0
118,62,Lori,Chinchilla,30,2021-06-20,True,1,0,Desparasitación,1,Elizabeth Harrington,1
119,53,Elizabeth,kerry_blue_terrier,50,2021-06-08,True,0,1,Vacunación,0,Frederick Roberts,1
120,88,Cody,samoyed,50,2021-06-25,0,0,1,Vacunación,0,John Livingston,0
121,39,Miguel,boxer,1000,2021-06-27,0,0,1,Operación de pata,1,Michael Torres,0
122,81,Cathy,Somali,20,2021-06-28,True,1,0,Cortar uñas,1,Cory Johnson,1
123,10,Martin,American Curl,1000,2021-05-08,0,1,0,Operación de pata,1,Bobby Anderson,0
124,42,Brooke,newfoundland,30,2021-06-09,True,0,1,Peluquería,0,Laura Williams,1
125,97,Henry,afghan_hound,30,2021-05-30,False,0,1,Peluquería,1,Douglas Day,1
126,42,Denise,newfoundland,20,2021-05-01,True,0,1,Cortar uñas,0,Anthony Newman,1
127,80,Gregory,cocker_spaniel,1000,2021-06-17,0,0,1,Operación de pata,1,Dr. Nancy Martinez,0
128,27,Kara,afghan_hound,1000,2021-06-03,False,0,1,Operación de pata,0,Diana Rios,1
129,51,Luis,Dilute Calico,50,2021-06-07,0,1,0,Vacunación,1,Tara Moreno,0
130,14,Cheryl,chihuahua,40,2021-06-27,False,0,1,Baño médico,0,Daniel Levy,1
131,59,Deborah,doberman,80,2021-05-11,False,0,1,castración,0,Michael Johnson,1
132,97,Kristine,Scottish Fold,1000,2021-06-09,True,1,0,Operación de pata,0,Benjamin Branch,1
133,56,Jennifer,American Curl,50,2021-06-29,0,1,0,Vacunación,0,Laura Levine,0
134,99,Denise,toy_terrier,30,2021-06-27,False,0,1,Desparasitación,1,Brandon Weaver,1
135,93,David,Russian Blue,1000,2021-05-26,False,1,0,Operación de pata,0,Maria Wright,1
136,39,David,Oriental Short Hair,20,2021-05-27,0,1,0,Cortar uñas,0,Theresa Velasquez DVM,0
137,85,Hector,Oriental Long Hair,20,2021-06-13,0,1,0,Cortar uñas,0,Lisa Jackson,0
138,77,Anna,Devon Rex,80,2021-05-27,False,1,0,castración,0,Deanna Johnston,1
139,5,Lisa,Havana,30,2021-05-21,False,1,0,Peluquería,1,Elizabeth Welch,1
140,31,Gloria,Burmilla,40,2021-05-09,True,1,0,Baño médico,1,Cheryl Larsen,1
141,60,Paula,french_bulldog,40,2021-06-11,True,0,1,Baño médico,1,Hannah Fischer,1
142,36,Aaron,Pixiebob,40,2021-05-09,True,1,0,Baño médico,1,Jordan Harper,1
143,84,Cory,shih-tzu,50,2021-05-10,0,0,1,Vacunación,0,Justin Nielsen,0
144,34,Olivia,American Bobtail,30,2021-05-16,True,1,0,Peluquería,1,Vicki Mahoney,1
145,59,Robert,Birman,30,2021-06-14,False,1,0,Peluquería,1,Diane Miller,1
146,29,Brittany,borzoi,50,2021-06-25,False,0,1,Vacunación,0,Michael Hall,1
147,34,Susan,pomeranian,1000,2021-06-06,False,0,1,Operación de pata,1,Danielle Mcneil,1
148,93,Scott,german_short-haired_pointer,30,2021-06-27,True,0,1,Peluquería,1,Jack Richardson,1
149,48,Alfred,malamute,40,2021-05-24,0,0,1,Baño médico,0,Kim Nelson,0
150,31,Gregory,Extra-Toes Cat - Hemingway Polydactyl,50,2021-05-22,True,1,0,Vacunación,0,Elizabeth Morales,1
151,31,Derrick,toy_terrier,1000,2021-06-14,True,0,1,Operación de pata,0,Seth Marquez,1
152,27,Tyler,german_short-haired_pointer,50,2021-06-21,True,0,1,Vacunación,1,Robin Brown,1
153,72,Tracey,kerry_blue_terrier,20,2021-06-22,True,0,1,servicio general,1,Gerald Williams,1
154,13,Austin,Chinchilla,1000,2021-06-10,False,1,0,Operación de pata,0,Stacy Brown,1
155,52,Tyler,Chausie,80,2021-05-25,0,1,0,castración,0,Jennifer Alvarado,0
156,88,Donna,samoyed,50,2021-05-05,0,0,1,Vacunación,0,Michael Thomas,0
157,39,Olivia,welsh_springer_spaniel,40,2021-05-20,0,0,1,Baño médico,1,Steven Nelson,0
158,60,Kristie,Pixiebob,50,2021-06-15,False,1,0,Vacunación,0,Stephanie Hicks,1
159,91,Samantha,yorkshire_terrier,20,2021-05-09,0,0,1,servicio general,0,Alexander Gutierrez,0
160,42,Robert,Siamese,1000,2021-06-06,True,1,0,Operación de pata,0,Brian Kent,1
161,5,James,Canadian Hairless,20,2021-05-11,False,1,0,servicio general,1,Jerry Harris,1
162,80,Ryan,beagle,50,2021-05-20,0,0,1,Vacunación,0,Dustin Lowe,0
163,62,Ryan,toy_terrier,80,2021-06-27,True,0,1,castración,0,Henry Cox,1
164,56,Marie,LaPerm,1000,2021-06-15,0,1,0,Operación de pata,1,Nathan Bailey,0
165,8,Benjamin,blenheim_spaniel,30,2021-05-24,0,0,1,Peluquería,0,Lori Wilson,0
166,69,Karen,pomeranian,20,2021-06-22,True,0,1,Cortar uñas,0,Michael Soto,1
167,81,Olivia,Extra-Toes Cat - Hemingway Polydactyl,50,2021-06-04,False,1,0,Vacunación,1,Annette Anderson,1
168,60,Kevin,golden_retriever,50,2021-06-11,False,0,1,Vacunación,0,Nicole Murphy,1
169,66,Tammy,Chartreux,30,2021-05-21,0,1,0,Desparasitación,1,Jason Foster,0
170,73,Nicole,Exotic Shorthair,30,2021-06-08,True,1,0,Peluquería,1,Susan Peters,1
171,10,Cynthia,Extra-Toes Cat - Hemingway Polydactyl,30,2021-05-06,0,1,0,Desparasitación,1,Jennifer Ortiz,0
172,35,Alexa,golden_retriever,80,2021-06-30,0,0,1,castración,0,Mark Hall,0
173,9,Kayla,Scottish Fold,30,2021-05-10,True,1,0,Peluquería,1,David Morgan,1
174,52,Kevin,blenheim_spaniel,30,2021-06-15,0,0,1,Peluquería,0,Donald Webb,0
175,97,Karen,dandie_dinmont,1000,2021-06-15,False,0,1,Operación de pata,1,Laura Zamora,1
176,14,Gary,saluki,1000,2021-05-09,False,0,1,Operación de pata,1,Mathew Morrison,1
177,39,Kara,Birman,50,2021-06-07,0,1,0,Vacunación,0,Elizabeth Harrington,0
178,14,Bonnie,greater_swiss_mountain_dog,80,2021-06-10,False,0,1,castración,0,Ricardo Hunter,1
179,44,Curtis,collie,20,2021-05-10,True,0,1,servicio general,0,Denise Jones,1
180,49,Cassandra,miniature_poodle,1000,2021-05-13,True,0,1,Operación de pata,0,Rebecca Kirby,1
181,5,Dana,african_hunting_dog,40,2021-06-21,False,0,1,Baño médico,1,Kenneth Hensley,1
182,95,Kristine,basenji,30,2021-06-22,0,0,1,Peluquería,1,Patricia Brown,0
183,36,Rodney,Snowshoe,40,2021-05-04,True,1,0,Baño médico,1,Anthony Holmes,1
184,79,Lauren,bedlington_terrier,30,2021-06-17,False,0,1,Desparasitación,1,Jeffrey Pugh,1
185,22,Dominique,kerry_blue_terrier,50,2021-06-18,True,0,1,Vacunación,0,David Dyer,1
186,48,Miguel,dandie_dinmont,30,2021-05-13,0,0,1,Desparasitación,1,Brandon Torres,0
187,46,Jasmin,dandie_dinmont,1000,2021-05-11,0,0,1,Operación de pata,0,Darren Charles,0
188,46,Miguel,chihuahua,30,2021-06-02,0,0,1,Desparasitación,1,Pam Ramirez,0
189,51,Anna,Siberian,30,2021-06-25,0,1,0,Peluquería,0,David Mason,0
190,14,Allison,Dilute Tortoiseshell,80,2021-05-19,False,1,0,castración,0,Mark Warren,1
191,85,Cynthia,cocker_spaniel,30,2021-06-24,0,0,1,Desparasitación,0,Amy Montgomery,0
192,88,Kristin,Abyssinian,30,2021-06-30,0,1,0,Peluquería,0,Kevin Hunter,0
193,48,Erika,Munchkin,40,2021-06-10,0,1,0,Baño médico,0,Trevor Weaver,0
194,5,Richard,Selkirk Rex,40,2021-06-21,False,1,0,Baño médico,1,Joseph Harper,1
195,77,Brittany,British Shorthair,80,2021-05-18,False,1,0,castración,0,Jane Morrison,1
196,90,Eric,collie,1000,2021-05-13,0,0,1,Operación de pata,0,Jacob Guerrero,0
197,88,Christopher,LaPerm,30,2021-05-25,0,1,0,Peluquería,0,Michael Bennett,0
198,59,Joshua,Ragdoll,50,2021-06-05,False,1,0,Vacunación,1,Renee Shelton,1
199,60,Cory,blenheim_spaniel,20,2021-06-18,True,0,1,Cortar uñas,1,Lori Flores,1
200,88,Russell,Munchkin,40,2021-05-20,0,1,0,Baño médico,0,Kristi Lopez,0
201,1,Patricia,Domestic Short Hair,30,2021-05-22,0,1,0,Desparasitación,1,Clinton Davenport,0
202,29,Kathleen,tibetan_mastiff,40,2021-05-01,False,0,1,Baño médico,0,Anna Rojas,1
203,9,Timothy,schipperke,20,2021-05-09,True,0,1,servicio general,1,Margaret Baldwin,1
204,10,Renee,Pixiebob,30,2021-05-05,0,1,0,Peluquería,0,Justin Smith,0
205,14,Alexis,Snowshoe,30,2021-05-13,False,1,0,Desparasitación,0,Rebecca Sullivan,1
206,9,Robert,saluki,30,2021-05-28,True,0,1,Peluquería,1,David Beck,1
207,66,Michael,papillon,50,2021-05-23,0,0,1,Vacunación,1,Ryan Edwards,0
208,5,Kayla,Sphynx - Hairless Cat,40,2021-06-07,False,1,0,Baño médico,1,Julie Young,1
209,36,Hector,saluki,20,2021-05-05,False,0,1,Cortar uñas,1,John Walsh Jr.,1
210,87,Hannah,Ocicat,20,2021-06-20,False,1,0,servicio general,1,Melinda Flynn,1
211,12,Christopher,Russian Blue,30,2021-05-30,True,1,0,Peluquería,1,Erica Newman,1
212,27,Paula,LaPerm,1000,2021-05-30,True,1,0,Operación de pata,0,Belinda Melton MD,1
213,10,Gerald,miniature_schnauzer,1000,2021-06-28,0,0,1,Operación de pata,0,Abigail Caldwell,0
214,91,Teresa,Bombay,1000,2021-05-18,0,1,0,Operación de pata,0,Justin Williams,0
215,72,Matthew,golden_retriever,30,2021-06-16,True,0,1,Peluquería,0,Anne Lang,1
216,52,Teresa,Silver,80,2021-06-26,0,1,0,castración,0,Leslie Lopez,0
217,8,Bonnie,welsh_springer_spaniel,80,2021-05-04,0,0,1,castración,1,Katherine Hartman,0
218,35,Deborah,Chinchilla,30,2021-05-22,0,1,0,Peluquería,1,Thomas Williams,0
219,51,Cameron,Norwegian Forest Cat,20,2021-06-14,0,1,0,Cortar uñas,1,Michael Walker,0
220,87,Hector,eskimo_dog,50,2021-06-12,True,0,1,Vacunación,1,Tamara Lozano,1
221,29,Cynthia,Sphynx - Hairless Cat,80,2021-05-28,False,1,0,castración,1,Joshua Patel,1
222,88,Christopher,Tortoiseshell,50,2021-06-27,0,1,0,Vacunación,1,Shannon Flores,0
223,88,Anthony,tibetan_mastiff,30,2021-06-27,0,0,1,Desparasitación,1,Michael Page,0
224,95,Kathleen,Javanese,50,2021-06-03,0,1,0,Vacunación,1,Jacob West,0
225,5,Timothy,Tortoiseshell,30,2021-06-23,False,1,0,Desparasitación,0,Kristin Knight,1
226,98,Gina,afghan_hound,1000,2021-06-10,0,0,1,Operación de pata,0,Chris Fleming,0
227,93,Lisa,miniature_poodle,50,2021-06-25,True,0,1,Vacunación,0,Julie Simpson,1
228,36,Jeremy,Scottish Fold,20,2021-06-30,True,1,0,Cortar uñas,0,Diana Powell,1
229,60,Dalton,Oriental Long Hair,40,2021-05-08,True,1,0,Baño médico,0,Susan Torres,1
230,80,Tyler,malinois,40,2021-05-18,0,0,1,Baño médico,1,Matthew Sweeney,0
231,79,David,english_springer,50,2021-05-11,False,0,1,Vacunación,0,Kathryn Perez,1
232,49,Denise,yorkshire_terrier,20,2021-06-23,False,0,1,Cortar uñas,0,Anna Perez,1
233,77,Dalton,yorkshire_terrier,20,2021-05-27,False,0,1,servicio general,1,Stephen Cole,1
234,12,David,borzoi,50,2021-05-12,False,0,1,Vacunación,0,Daniel Smith,1
235,90,Barbara,french_bulldog,20,2021-05-14,0,0,1,Cortar uñas,0,Jamie Chandler,0
236,31,Matthew,Balinese,20,2021-06-02,True,1,0,servicio general,0,Kim Robinson,1
237,10,Dalton,Ocicat,1000,2021-06-26,0,1,0,Operación de pata,1,April Harvey,0
238,74,Luis,Cornish Rex,40,2021-06-06,0,1,0,Baño médico,0,Stacey James,0
239,42,James,malinois,40,2021-05-02,True,0,1,Baño médico,1,John Livingston,1
240,29,Kathleen,labrador_retriever,50,2021-06-13,False,0,1,Vacunación,1,Morgan Roberts,1
241,12,Timothy,papillon,50,2021-05-15,False,0,1,Vacunación,0,William Lee,1
242,88,Robert,greater_swiss_mountain_dog,1000,2021-05-18,0,0,1,Operación de pata,0,Kimberly Wong,0
243,87,Miguel,miniature_schnauzer,20,2021-05-19,True,0,1,servicio general,0,Brian Sampson,1
244,27,Deanna,lhasa,20,2021-05-24,True,0,1,servicio general,1,Robert Rodgers DVM,1
245,59,Angela,kerry_blue_terrier,20,2021-05-01,False,0,1,servicio general,0,Christina Cooper,1
246,77,Samuel,kerry_blue_terrier,1000,2021-06-27,False,0,1,Operación de pata,1,Timothy Anderson,1
247,37,Michelle,Somali,30,2021-06-17,0,1,0,Desparasitación,0,Leslie Ellis,0
248,48,Samuel,Selkirk Rex,30,2021-05-31,0,1,0,Peluquería,0,Erin Pollard,0
249,33,Nicole,Birman,30,2021-05-04,0,1,0,Peluquería,0,Patty Munoz,0
250,35,Sarah,golden_retriever,40,2021-05-21,0,0,1,Baño médico,1,Brandon Ruiz,0
251,41,Gregory,airedale,50,2021-06-01,0,0,1,Vacunación,1,Maria Matthews,0
252,69,Thomas,blenheim_spaniel,20,2021-05-18,True,0,1,Cortar uñas,0,Cristina Ortiz,1
253,49,David,Dilute Calico,30,2021-06-12,True,1,0,Peluquería,0,Michael Webster,1
254,93,Lisa,west_highland_white_terrier,20,2021-06-11,True,0,1,servicio general,1,Michael Drake,1
255,88,Gina,soft-coated_wheaten_terrier,50,2021-05-14,0,0,1,Vacunación,1,Amanda Pearson,0
256,82,Phyllis,Snowshoe,1000,2021-05-07,False,1,0,Operación de pata,0,Alice Wilson,1
257,5,Elaine,Snowshoe,1000,2021-06-27,False,1,0,Operación de pata,1,Christina Hernandez,1
258,77,Phyllis,York Chocolate,20,2021-06-23,False,1,0,servicio general,1,Amy Perry,1
259,52,Cassandra,Selkirk Rex,30,2021-05-24,0,1,0,Desparasitación,0,Jared Williams,0
260,99,Hector,pomeranian,80,2021-05-28,True,0,1,castración,0,Jessica Baker,1
261,49,Melissa,Oriental Short Hair,40,2021-06-09,True,1,0,Baño médico,1,Dana Morris,1
262,79,Lance,Oriental Long Hair,80,2021-05-03,False,1,0,castración,1,Becky Ramirez,1
263,52,Kristine,Devon Rex,30,2021-05-20,0,1,0,Peluquería,1,Amy Mann,0
264,31,Brittany,American Curl,30,2021-05-21,True,1,0,Desparasitación,1,Lisa Trujillo,1
265,52,Regina,shih-tzu,30,2021-06-07,0,0,1,Desparasitación,0,Drew Fernandez,0
266,42,Richard,Oriental Long Hair,1000,2021-05-03,True,1,0,Operación de pata,0,Linda Hunter,1
267,77,Ronald,afghan_hound,50,2021-06-12,False,0,1,Vacunación,0,Julie Burns DDS,1
268,82,Melissa,collie,30,2021-06-21,False,0,1,Desparasitación,1,Sarah Jimenez,1
269,27,Samuel,Dilute Tortoiseshell,40,2021-06-10,True,1,0,Baño médico,0,Phillip Freeman,1
270,81,Renee,Silver,40,2021-06-01,True,1,0,Baño médico,1,David Kelly,1
271,12,Paula,saluki,20,2021-05-04,True,0,1,Cortar uñas,0,Joseph Johnson,1
272,93,Alexis,Siberian,50,2021-05-29,True,1,0,Vacunación,1,John Carter,1
273,37,Kristine,eskimo_dog,50,2021-05-25,0,0,1,Vacunación,1,Gloria Pacheco,0
274,69,Kevin,Ocicat,40,2021-05-16,True,1,0,Baño médico,0,Keith Duncan,1
275,42,Lisa,kuvasz,20,2021-05-21,True,0,1,servicio general,0,Christopher Hale,1
276,51,Barbara,Bombay,20,2021-05-20,0,1,0,servicio general,0,Randy Levine,0
277,29,Paula,Chartreux,80,2021-06-27,False,1,0,castración,1,Patricia Rodriguez,1
