id,id_local,id_client,name_client,product_id,product_name,quantity,price,total_price,sale_by_publisher,sale_online,date,is_suscribed
76,64,896-76-4303,Pamela Adams,30111493255,161,7,41.274404261830156,288.9208298328111,1,0,2021-05-08,0
77,39,599-85-5937,David Taylor,46798771272,72,7,39.31329600949181,275.19307206644265,1,0,2021-05-30,0
78,33,255-37-7758,Jonathan Reynolds,41244241088,137,6,90.83465714288383,545.007942857303,0,0,2021-05-15,0
79,90,655-87-9554,Alexander Perry,9003579310496,110,1,4.322635929755197,4.322635929755197,0,0,2021-05-10,0
80,84,146-08-1485,Toni Contreras,87932003484,179,6,16.17297351141308,97.03784106847849,1,0,2021-05-09,0
81,4,299-35-7018,Jorge Leon,8000066444505,143,10,58.29481802462215,582.9481802462216,0,0,2021-05-07,0
82,2,089-07-2265,Cheryl Anderson,3182550720854,92,4,15.478576066563072,61.91430426625229,1,0,2021-05-09,0
83,80,291-83-9463,Leslie White,87932003484,179,1,16.17297351141308,16.17297351141308,0,0,2021-05-19,0
84,73,260-04-0287,Sarah Miller,9003579000458,61,3,58.38227316446619,175.14681949339857,1,True,2021-05-30,1
85,57,834-79-0103,Anthony Bennett,7613033663246,60,9,0.24872637658628793,2.2385373892765914,0,False,2021-05-03,1
86,21,641-80-5627,Shane Williams,46798771272,112,7,39.81892921413993,278.7325044989795,1,False,2021-05-17,1
87,32,022-70-2085,Lauren Mccarthy,46798771272,111,10,6.882186610539235,68.82186610539235,1,True,2021-06-02,1
88,3,688-20-3461,Timothy Lutz,4305615476261,126,5,6.453366876171701,32.266834380858505,0,0,2021-05-02,0
89,97,029-40-6708,Martin Lopez,3182550720854,101,7,7.857958184482315,55.005707291376204,1,True,2021-06-07,1
90,4,439-90-5527,Trevor Castro,8714265973116,149,6,26.26190054573194,157.57140327439163,0,0,2021-05-18,0
91,72,079-93-0134,Kim Haas,30111493255,181,6,17.64624851386766,105.87749108320597,0,True,2021-05-06,1
92,66,232-97-7480,Alexander Wells,46798771272,34,2,77.52873247481502,155.05746494963003,1,0,2021-06-16,0
93,46,898-59-2689,Devin Hernandez,1810295,1,4,68.62905211172388,274.5162084468955,0,0,2021-06-11,0
94,85,035-13-9176,Christine Hawkins,29046201,138,1,69.10122143445398,69.10122143445398,1,0,2021-06-21,0
95,3,793-71-5699,Christina Coleman,87932003576,80,3,21.773658237341145,65.32097471202343,1,0,2021-06-15,0
96,52,713-12-4500,Gabriel Parks,8714265071362,171,10,9.337780250731207,93.37780250731207,0,0,2021-06-14,0
97,51,307-73-9920,Jennifer Richardson,46798771272,78,1,3.1409907860300588,3.1409907860300588,0,0,2021-06-25,0
98,16,077-71-2321,Abigail Baker MD,46798771272,34,1,77.52873247481502,77.52873247481502,0,False,2021-05-31,1
99,88,346-35-4822,Larry Martin,20665654,190,3,12.170561368223115,36.51168410466934,1,0,2021-06-08,0
100,74,051-80-2352,Anthony Perez,8001154125603,21,9,21.970513737026668,197.73462363324,0,0,2021-06-17,0
101,33,894-19-4178,Thomas Harris,8714265071362,51,6,16.264762185356897,97.58857311214138,1,0,2021-06-10,0
102,33,862-24-5904,Jeffrey Morris,3182550720854,132,3,29.864525180829506,89.59357554248852,1,0,2021-05-03,0
103,70,069-97-2017,Ricardo Watkins,8410100070322,39,10,2.513604925687593,25.136049256875932,0,0,2021-06-04,0
104,82,874-75-8856,Monica Davis,55800249500,131,6,5.122407143280199,30.734442859681195,0,False,2021-05-18,1
105,58,005-81-1349,William Martinez,87932003309,156,8,58.62445981838512,468.99567854708096,0,0,2021-06-30,0
106,90,371-76-6959,Kelly Smith,8714265975264,85,8,11.058062214981362,88.4644977198509,0,0,2021-06-18,0
107,69,156-40-8488,Rebecca Johnson,8001154125603,21,6,21.970513737026668,131.82308242216,0,False,2021-06-11,1
108,10,267-37-0832,Barbara Stein,1810295,26,10,38.839565719955594,388.39565719955596,1,0,2021-05-25,0
109,72,054-18-5232,Melissa Jackson,4047459007248,115,7,20.473695530113353,143.31586871079347,1,False,2021-05-23,1
110,81,210-90-6126,Wendy Rodriguez,7613035220805,30,6,34.64818060253212,207.88908361519273,0,True,2021-05-31,1
111,16,695-15-5785,Kathryn Odonnell,87932600010,4,10,5.689583725497015,56.895837254970154,0,True,2021-05-12,1
112,82,543-59-5504,Alicia Washington,8714265973116,15,7,38.7827262355788,271.4790836490516,0,False,2021-06-20,1
113,91,784-39-6219,Christopher Brooks,8714265975264,43,2,12.36163890073219,24.72327780146438,1,0,2021-06-20,0
114,6,695-18-2582,Mary Gonzalez,46798771272,112,10,39.81892921413993,398.1892921413993,1,0,2021-05-25,0
115,86,873-76-7567,Jeffrey Gardner,30111493255,79,7,49.91914789339342,349.43403525375396,0,0,2021-06-02,0
116,3,362-34-8001,Kenneth Pham,1810295,116,4,21.307778745339842,85.23111498135937,1,0,2021-06-21,0
117,8,162-51-3637,Samantha Hill,1810295,91,2,10.13996211939373,20.27992423878746,0,0,2021-05-25,0
118,44,236-42-6472,Paula House,8714265973116,5,7,78.36027282908213,548.521909803575,0,True,2021-06-19,1
119,70,334-12-2080,Joe Sanchez,20665654,190,8,12.170561368223115,97.36449094578492,0,0,2021-05-06,0
120,6,323-84-2376,Danielle Hubbard,41244241088,137,5,90.83465714288383,454.17328571441914,0,0,2021-05-18,0
121,82,292-54-9760,Brittany Walker,3182550720854,132,2,29.864525180829506,59.72905036165901,1,False,2021-05-08,1
122,12,334-69-0746,Justin Miller,9003579000458,120,3,0.47106031987510955,1.4131809596253286,1,False,2021-06-21,1
123,0,036-20-0819,Tina Lewis,5425007388084,96,3,13.647767661076537,40.943302983229614,0,0,2021-05-09,0
124,20,359-88-0502,Debbie Reed,73657009290,44,4,1.4580848427941362,5.832339371176545,1,0,2021-06-15,0
125,3,359-02-8541,Luis Case,87932003477,123,1,24.113170189923082,24.113170189923082,0,0,2021-05-22,0
126,30,164-24-8266,Samuel Waller,8001154125603,162,6,24.076316875706784,144.4579012542407,0,0,2021-05-16,0
127,30,282-56-7265,Melvin Ortiz III,73657010920,90,3,19.19578935963062,57.587368078891856,1,0,2021-05-05,0
128,59,624-37-0266,Rebecca Garcia,9003579000458,93,7,3.3409177825963265,23.386424478174284,0,False,2021-06-27,1
129,74,580-17-5214,Rebecca Adams,1810295,1,3,68.62905211172388,205.88715633517165,0,0,2021-06-04,0
130,2,873-68-6169,Keith Frank,87932000278,6,9,0.08342580995326432,0.7508322895793789,0,0,2021-06-27,0
131,4,486-86-7455,Susan Nguyen,7613035525641,12,10,14.167999229651393,141.67999229651394,0,0,2021-06-22,0
132,99,137-92-6533,Tamara Cruz,8410100070322,39,1,2.513604925687593,2.513604925687593,1,True,2021-05-11,1
133,87,669-43-7979,Amanda Cohen,8714265975264,85,3,11.058062214981362,33.174186644944086,1,True,2021-06-28,1
134,68,497-86-8075,Bryan Moore,7613033663246,102,3,14.382791837086115,43.148375511258344,1,True,2021-05-09,1
135,44,263-31-6350,Ana Kline,5425007388084,24,7,11.025364852485087,77.17755396739561,0,True,2021-05-17,1
136,28,387-56-1623,Michael Alexander,3182550720854,101,8,7.857958184482315,62.86366547585852,1,False,2021-06-04,1
137,8,704-56-0495,Kevin Barajas,4305615476261,64,9,53.71526945507846,483.43742509570615,1,0,2021-05-12,0
138,69,620-81-6147,Terri Moran,8714265973116,5,4,78.36027282908213,313.44109131632854,1,True,2021-06-01,1
139,41,254-96-7538,Heidi Reyes,4008429037986,100,9,10.340722546390872,93.06650291751785,0,0,2021-06-16,0
140,18,769-86-9243,Mrs. Angela Flores,46798771272,182,1,51.619531019581416,51.619531019581416,1,0,2021-05-10,0
141,93,045-56-1797,Lindsey Schwartz,4008429037986,100,2,10.340722546390872,20.681445092781743,1,True,2021-06-08,1
142,20,211-66-6971,Jasmine Wells,8714265975264,43,8,12.36163890073219,98.89311120585752,1,0,2021-06-27,0
143,20,137-04-2208,Victor Cooper,4008429037986,151,9,0.7059783119806797,6.353804807826117,0,0,2021-06-16,0
144,47,781-18-8406,Ashley Stephens,5407007142101,88,6,51.23628657584029,307.4177194550417,1,0,2021-05-30,0
145,80,260-51-7401,Stuart Shepard,3182550720854,132,4,29.864525180829506,119.45810072331803,1,0,2021-05-02,0
146,22,733-44-4796,Denise Morrison,87932003606,185,5,13.528912842380581,67.6445642119029,1,True,2021-06-03,1
147,37,865-96-8177,Michael Meyer,6151100031389,141,1,0.9931113325283434,0.9931113325283434,1,0,2021-05-05,0
148,34,119-08-2026,Tiffany Cross,5425007388084,96,6,13.647767661076537,81.88660596645923,0,True,2021-06-11,1
149,78,332-84-7948,Margaret Harvey,1810295,91,1,10.13996211939373,10.13996211939373,1,False,2021-06-17,1
150,59,891-40-7720,Shannon Adams,87932003590,19,7,57.600678907649026,403.2047523535432,0,False,2021-06-29,1
151,26,592-03-6487,Alyssa Smith,3182550720854,42,1,50.98604617861327,50.98604617861327,0,False,2021-06-24,1
152,45,437-99-6167,Dean Cantu,7613033663246,159,6,13.46570024177962,80.79420145067772,0,False,2021-06-17,1
153,52,005-69-6283,Anthony Vazquez,87932003484,197,3,13.892225916084794,41.67667774825438,1,0,2021-06-22,0
154,80,414-31-8064,Steven Rivera,6151100031389,128,9,26.335344044061255,237.0180963965513,0,0,2021-05-11,0
155,48,891-36-8134,Charles Garcia,20665654,189,4,38.68579028386389,154.74316113545555,1,0,2021-05-17,0
156,44,347-04-4972,Amber Parsons,8714265975264,99,9,36.48804838821378,328.392435493924,1,False,2021-06-14,1
157,52,877-05-7720,Arthur Cline,87932003590,25,3,76.07831223126739,228.23493669380218,0,0,2021-06-21,0
158,74,655-31-5694,Maria Porter,9003579000458,152,2,60.35503200581937,120.71006401163874,0,0,2021-05-02,0
159,76,497-60-8083,Susan Walker,7613036484770,164,2,14.92859367975171,29.85718735950342,1,True,2021-06-12,1
160,78,743-31-8966,Michael Murphy,8714265975264,43,2,12.36163890073219,24.72327780146438,0,False,2021-05-20,1
161,46,808-30-3800,David Buckley,29046201,184,6,15.00161583727788,90.00969502366728,0,0,2021-06-15,0
162,86,564-95-8489,Nicholas Lawson,4047459007248,115,10,20.473695530113353,204.73695530113355,1,0,2021-05-28,0
163,85,893-92-3231,Thomas Vazquez,4004218126435,124,3,42.50373949826945,127.51121849480833,0,0,2021-05-10,0
164,99,863-50-0259,Sheila Hammond,1810295,130,1,23.716898937208594,23.716898937208594,0,False,2021-05-05,1
165,66,232-82-4280,Justin Robinson,87932003606,104,8,9.308071624748274,74.4645729979862,1,0,2021-05-17,0
166,33,539-44-5007,Christopher Mendoza,8714265973116,5,7,78.36027282908213,548.521909803575,0,0,2021-06-16,0
167,56,645-56-2738,Brendan Freeman,8714265975264,144,7,1.3271826207557047,9.290278345289932,0,0,2021-05-05,0
168,82,301-58-2092,Angela Sharp,87932600010,150,6,29.43190719473337,176.59144316840022,0,False,2021-05-04,1
169,58,803-51-4343,Dustin Matthews,87932003361,10,10,8.959391428711408,89.59391428711407,0,0,2021-05-28,0
170,34,317-85-6361,Joel Wood,87932003484,129,9,20.877673914388204,187.89906522949383,1,True,2021-06-30,1
171,23,811-07-7444,Allen Robles,55800249500,58,3,38.28707578086815,114.86122734260445,1,0,2021-06-29,0
172,77,785-48-5152,Brian Johnson,87932600010,36,2,70.9812491465251,141.9624982930502,0,False,2021-05-17,1
173,72,507-09-5483,Brett Williams,87932003606,104,5,9.308071624748274,46.54035812374137,1,True,2021-06-04,1
174,14,415-04-3536,Stephanie Cowan,56366105712,75,6,37.985265372068255,227.91159223240953,0,False,2021-05-10,1
175,7,423-50-3587,Crystal Conner,29046201,170,10,10.095411308368474,100.95411308368475,0,0,2021-06-15,0
176,0,615-21-5263,Steven Dunn,41244241088,8,9,29.596021891694257,266.3641970252483,1,0,2021-05-09,0
177,91,896-92-7162,Charles Morgan,7613033663246,176,8,77.55234215627723,620.4187372502179,1,0,2021-06-03,0
178,99,707-18-8088,Amanda Gonzalez,4008429037986,87,1,21.52733410901476,21.52733410901476,0,True,2021-05-25,1
179,39,053-77-1910,Matthew Martinez,20665654,70,1,71.7847181204674,71.7847181204674,1,0,2021-06-21,0
180,45,509-04-5537,Kimberly Allen,1810295,130,2,23.716898937208594,47.43379787441719,0,False,2021-05-13,1
181,54,877-38-7729,Lisa Sutton,5407007142101,57,7,67.50735392930697,472.5514775051488,0,False,2021-06-10,1
182,25,267-89-5209,Pamela Cowan,20665654,190,6,12.170561368223115,73.02336820933868,1,0,2021-06-08,0
183,49,511-70-6100,Jessica Ramirez,87932003309,156,2,58.62445981838512,117.24891963677024,1,True,2021-05-12,1
184,60,561-70-3222,Jon Hughes,55800249500,58,6,38.28707578086815,229.7224546852089,1,True,2021-05-22,1
185,51,645-17-6151,Mr. Seth Cook,46798771272,196,2,25.32786350610405,50.6557270122081,1,0,2021-06-07,0
186,37,542-51-8406,Brett Gallagher,7613035220805,30,3,34.64818060253212,103.94454180759637,1,0,2021-06-24,0
187,31,258-05-0426,Joshua Morgan,20665654,190,6,12.170561368223115,73.02336820933868,1,True,2021-05-07,1
188,87,412-77-7748,Shawn Carson,8410100070322,98,8,45.4926820213862,363.9414561710896,1,False,2021-06-24,1
189,72,683-41-6013,Alicia Graves,8000066444505,158,7,6.569845518861341,45.98891863202939,1,True,2021-06-23,1
190,40,136-81-3337,Donna Garcia,3182550720854,132,2,29.864525180829506,59.72905036165901,1,False,2021-05-03,1
191,29,489-67-8776,Stephanie Davis,9003579310496,110,10,4.322635929755197,43.22635929755197,0,False,2021-06-30,1
192,33,707-75-9006,Stephen Schultz,8714265071362,51,3,16.264762185356897,48.79428655607069,0,0,2021-05-01,0
193,23,694-83-5749,Kevin Davis,5407007142101,178,1,63.09580145820534,63.09580145820534,0,0,2021-06-18,0
194,5,550-29-3876,Rebecca Smith,8410100070322,2,9,37.20832689418052,334.8749420476247,0,False,2021-05-31,1
195,77,808-27-9309,Danielle Ortega,87932003484,155,2,46.045802172257964,92.09160434451593,1,False,2021-06-18,1
196,0,131-67-3195,David Sellers,8714265071362,133,2,9.00818025341131,18.01636050682262,0,0,2021-05-12,0
197,29,789-55-7978,Sarah Rodriguez,55800249500,58,7,38.28707578086815,268.0095304660771,1,False,2021-06-16,1
198,55,700-09-2809,Matthew Beasley,8410100070322,53,1,4.746258894821538,4.746258894821538,1,True,2021-06-30,1
199,44,303-34-4904,Jose Riggs,87932000278,180,6,77.53609750791595,465.21658504749576,1,True,2021-06-20,1
200,76,716-90-9795,Thomas Gonzalez,3182550720854,132,5,29.864525180829506,149.32262590414754,0,True,2021-06-14,1
201,34,189-55-5460,Sheryl West,87932000278,6,10,0.08342580995326432,0.8342580995326432,0,True,2021-05-07,1
202,73,883-43-9803,Adam Reilly,87932600010,168,4,44.565867291903686,178.26346916761474,1,True,2021-06-23,1
203,15,895-40-2076,Alicia Russell,8000066444505,143,8,58.29481802462215,466.3585441969772,0,0,2021-05-25,0
204,65,672-63-2021,Devin Conway,5425007388084,114,3,47.42956539604662,142.28869618813985,1,True,2021-05-15,1
205,16,181-65-2674,Stephanie Martin,1810295,106,7,28.872528907532676,202.10770235272872,0,True,2021-06-01,1
206,42,539-61-7435,Jesse Edwards,5407007142101,59,4,20.3255458505931,81.3021834023724,1,True,2021-05-29,1
207,52,415-75-8768,Brandon Russell,87932000278,6,1,0.08342580995326432,0.08342580995326432,1,0,2021-06-28,0
208,97,614-51-2577,Jeff Crawford,4305615476261,198,4,11.895043978145894,47.58017591258358,1,True,2021-06-23,1
209,61,039-21-8684,Stephen Benson,5407007142101,121,4,34.77324982298906,139.09299929195623,1,False,2021-06-23,1
210,83,692-42-4484,Michael Espinoza,4004218126435,124,9,42.50373949826945,382.533655484425,0,True,2021-05-22,1
211,66,059-87-8183,Cynthia Rivera,30111493255,161,1,41.274404261830156,41.274404261830156,0,0,2021-06-08,0
212,43,778-81-3294,Mark Powell,7613033663246,9,10,6.207709093997222,62.07709093997222,0,0,2021-06-30,0
213,98,344-64-6495,Angel Vang,9003579000458,119,4,12.747782720312461,50.991130881249845,1,0,2021-06-21,0
214,63,395-68-6244,Catherine Wolf,87932003590,49,7,6.055274471337997,42.38692129936598,0,0,2021-05-22,0
215,98,139-77-5880,Joseph Baker,4305615476261,86,6,39.3144220755154,235.8865324530924,0,0,2021-06-23,0
216,66,068-99-0929,Jennifer Smith,29046201,138,3,69.10122143445398,207.30366430336193,1,0,2021-06-24,0
217,84,546-26-8267,Maria Allen,8714265975264,146,10,3.376359805147441,33.76359805147441,1,0,2021-05-24,0
218,4,460-08-2035,Brendan Bryant,29046201,62,10,9.5734700862263,95.734700862263,1,0,2021-05-06,0
219,71,177-09-1298,Katie Hughes,7613035525641,187,1,55.32042565381758,55.32042565381758,0,True,2021-06-08,1
220,31,488-48-4887,Gary Morales,3182550720854,113,2,17.865268860496293,35.73053772099259,1,False,2021-05-08,1
221,81,386-33-3339,Carol Turner,5060166591175,73,8,3.134238959105484,25.07391167284387,0,True,2021-06-15,1
222,71,723-25-3179,Mr. David Vega,1810295,91,7,10.13996211939373,70.9797348357561,1,False,2021-05-28,1
223,40,415-08-1039,Robert Adams,9003579000458,119,3,12.747782720312461,38.24334816093739,0,False,2021-06-04,1
224,96,009-24-6276,Jessica Carpenter,8410100070322,39,8,2.513604925687593,20.108839405500746,0,False,2021-05-25,1
225,90,183-62-3503,Andrew Anderson,73657010920,11,7,63.006284688202484,441.0439928174174,0,0,2021-06-26,0
226,11,840-56-7473,Kimberly Ramirez,7613033663246,105,9,13.76428583674838,123.87857253073543,0,0,2021-06-02,0
227,81,434-78-0630,Andrea Bennett,1810295,1,9,68.62905211172388,617.661469005515,1,True,2021-05-12,1
228,69,134-63-2519,Kimberly Hamilton,41244241088,137,2,90.83465714288383,181.66931428576765,1,False,2021-05-31,1
229,26,058-75-9768,Steven Bell,7613033663246,107,5,20.831897103470897,104.15948551735448,0,False,2021-06-09,1
230,98,128-81-4532,Alexa Ewing,9003579000458,61,10,58.38227316446619,583.8227316446619,1,0,2021-05-05,0
231,19,423-34-0869,Dustin Williams,9003579000458,119,2,12.747782720312461,25.495565440624922,1,False,2021-05-13,1
232,28,244-98-2644,Patricia Petersen,56366105712,97,9,83.62465315323516,752.6218783791164,1,True,2021-06-24,1
233,75,105-19-3170,Joseph Ayala,3182550720854,67,1,0.05182354312848636,0.05182354312848636,0,0,2021-05-15,0
234,40,383-74-8893,Cynthia Black,55800249500,160,2,4.580269172700827,9.160538345401655,1,False,2021-05-29,1
235,49,473-98-9350,Jerry Perry,4047459007248,186,2,3.320022282853188,6.640044565706376,1,True,2021-06-03,1
236,17,500-74-6346,Joseph Tapia,7613036484770,194,1,2.0300406109216165,2.0300406109216165,0,True,2021-05-24,1
237,31,248-67-4260,Jennifer Brown,41244241088,8,5,29.596021891694257,147.98010945847128,1,True,2021-05-27,1
238,37,159-09-2825,Juan Flores,87932003576,95,9,31.267921221434626,281.41129099291163,0,0,2021-06-19,0
